type,data-set,entityid,bodysystem,code,codedesc,chronic,expirydate,availabilitydate
ICDCode,0,icd:3139,6,336.0,SYRINGOMYELIA,,,
ICDCode,0,icd:3140,6,336.1,VASCULAR MYELOPATHIES,,,
ICDCode,0,icd:3141,6,336.2,COMB DEG CORD IN OTH DIS,,,
ICDCode,0,icd:3142,6,336.3,MYELOPATHY IN OTH DIS,,,
ICDCode,0,icd:3143,6,336.8,MYELOPATHY NEC,,,
ICDCode,0,icd:3144,6,336.9,SPINAL CORD DISEASE NOS,,,
ICDCode,0,icd:3145,6,337.0,IDIOPATH AUTO NEUROPATHY,,,
ICDCode,0,icd:3146,6,337.1,AUT NEUROPTHY IN OTH DIS,,,
ICDCode,0,icd:3147,6,337.2,UNSP RFLX SYMPTH DYSTRPH,,,
ICDCode,0,icd:3148,6,337.21,RFLX SYM DYSTRPH UP LIMB,,,
ICDCode,0,icd:3149,6,337.22,RFLX SYM DYSTRPH LWR LMB,,,
ICDCode,0,icd:3150,6,337.29,RFLX SYM DYSTRPH OTH ST,,,
ICDCode,0,icd:3151,6,337.3,AUTONOMIC DYSREFLEXIA,,,
ICDCode,0,icd:3152,6,337.9,AUTONOMIC NERVE DIS NEC,,,
ICDCode,0,icd:3153,6,338.0,CENTRAL PAIN SYNDROME,,,
ICDCode,0,icd:3154,6,338.11,ACUTE PAIN DUE TO TRAUMA,,,
ICDCode,0,icd:3155,6,338.12,ACUTE POST-THORACOT PAIN,,,
ICDCode,0,icd:3156,6,338.18,ACUTE POSTOP PAIN NEC,,,
ICDCode,0,icd:3157,6,338.19,ACUTE PAIN NEC,,,
ICDCode,0,icd:3158,6,338.21,CHRONC PAIN D/T TRAUMA,,,
ICDCode,0,icd:3159,6,338.22,CHRON POST-THORACOT PAIN,,,
ICDCode,0,icd:3160,6,338.28,CHRONIC POSTOP PAIN NEC,,,
ICDCode,0,icd:3161,6,338.29,CHRONIC PAIN NEC,,,
ICDCode,0,icd:3162,6,338.3,NEOPLASM RELATED PAIN,,,
ICDCode,0,icd:3163,6,338.4,CHRONIC PAIN SYNDROME,,,
ICDCode,0,icd:3164,6,340.0,MULTIPLE SCLEROSIS,,,
ICDCode,0,icd:3165,6,341.0,NEUROMYELITIS OPTICA,,,
ICDCode,0,icd:3166,6,341.1,SCHILDER'S DISEASE,,,
ICDCode,0,icd:3167,6,341.2,ACUTE MYELITIS NOS,,,
ICDCode,0,icd:3168,6,341.21,ACUTE MYELITIS OTH COND,,,
ICDCode,0,icd:3169,6,341.22,IDIOPATHC TRANS MYELITIS,,,
ICDCode,0,icd:3170,6,341.8,CNS DEMYELINATION NEC,,,
ICDCode,0,icd:3171,6,341.9,CNS DEMYELINATION NOS,,,
ICDCode,0,icd:3172,6,342.0,FLCCD HMIPLGA UNSPF SIDE,,,
ICDCode,0,icd:3173,6,342.01,FLCCD HMIPLGA DOMNT SIDE,,,
ICDCode,0,icd:3174,6,342.02,FLCCD HMIPLG NONDMNT SDE,,,
ICDCode,0,icd:3175,6,342.1,SPSTC HMIPLGA UNSPF SIDE,,,
ICDCode,0,icd:3176,6,342.11,SPSTC HMIPLGA DOMNT SIDE,,,
ICDCode,0,icd:3177,6,342.12,SPSTC HMIPLG NONDMNT SDE,,,
ICDCode,0,icd:3178,6,342.8,OT SP HMIPLGA UNSPF SIDE,,,
ICDCode,0,icd:3179,6,342.81,OT SP HMIPLGA DOMNT SIDE,,,
ICDCode,0,icd:3180,6,342.82,OT SP HMIPLG NONDMNT SDE,,,
ICDCode,0,icd:3181,6,342.9,UNSP HEMIPLGA UNSPF SIDE,,,
ICDCode,0,icd:3182,6,342.91,UNSP HEMIPLGA DOMNT SIDE,,,
ICDCode,0,icd:3183,6,342.92,UNSP HMIPLGA NONDMNT SDE,,,
ICDCode,0,icd:3184,6,343.0,CONGENITAL DIPLEGIA,,,
ICDCode,0,icd:3185,6,343.1,CONGENITAL HEMIPLEGIA,,,
ICDCode,0,icd:3186,6,343.2,CONGENITAL QUADRIPLEGIA,,,
ICDCode,0,icd:3187,6,343.3,CONGENITAL MONOPLEGIA,,,
ICDCode,0,icd:3188,6,343.4,INFANTILE HEMIPLEGIA,,,
ICDCode,0,icd:3189,6,343.8,CEREBRAL PALSY NEC,,,
ICDCode,0,icd:3190,6,343.9,CEREBRAL PALSY NOS,,,
ICDCode,0,icd:3191,6,344.0,QUADRIPLEGIA; UNSPECIFD,,,
ICDCode,0,icd:3192,6,344.01,QUADRPLG C1-C4; COMPLETE,,,
ICDCode,0,icd:3193,6,344.02,QUADRPLG C1-C4; INCOMPLT,,,
ICDCode,0,icd:3194,6,344.03,QUADRPLG C5-C7; COMPLETE,,,
ICDCode,0,icd:3195,6,344.04,QUADRPLG C5-C7; INCOMPLT,,,
ICDCode,0,icd:3196,6,344.09,OTHER QUADRIPLEGIA,,,
ICDCode,0,icd:3197,6,344.1,PARAPLEGIA NOS,,,
ICDCode,0,icd:3198,6,344.2,DIPLEGIA OF UPPER LIMBS,,,
ICDCode,0,icd:3199,6,344.3,MONPLGA LWR LMB UNSP SDE,,,
ICDCode,0,icd:3200,6,344.31,MONPLGA LWR LMB DMNT SDE,,,
ICDCode,0,icd:3201,6,344.32,MNPLG LWR LMB NONDMNT SD,,,
ICDCode,0,icd:3202,6,344.4,MONPLGA UPR LMB UNSP SDE,,,
ICDCode,0,icd:3203,6,344.41,MONPLGA UPR LMB DMNT SDE,,,
ICDCode,0,icd:3204,6,344.42,MNPLG UPR LMB NONDMNT SD,,,
ICDCode,0,icd:3205,6,344.5,MONOPLEGIA NOS,,,
ICDCode,0,icd:3206,6,344.6,CAUDA EQUINA SYND NOS,,,
ICDCode,0,icd:3207,6,344.61,NEUROGENIC BLADDER,,,
ICDCode,0,icd:3208,6,344.81,LOCKED-IN STATE,,,
ICDCode,0,icd:3209,6,344.89,OTH SPCF PARALYTIC SYND,,,
ICDCode,0,icd:3210,6,344.9,PARALYSIS NOS,,,
ICDCode,0,icd:3211,6,345.0,GEN NONCV EP W/O INTR EP,,,
ICDCode,0,icd:3212,6,345.01,GEN NONCONV EP W INTR EP,,,
ICDCode,0,icd:3213,6,345.1,GEN CNV EPIL W/O INTR EP,,,
ICDCode,0,icd:3214,6,345.11,GEN CNV EPIL W INTR EPIL,,,
ICDCode,0,icd:3215,6,345.2,PETIT MAL STATUS,,,
ICDCode,0,icd:3216,6,345.3,GRAND MAL STATUS,,,
ICDCode,0,icd:3217,6,345.4,PSYMOTR EPIL W/O INT EPI,,,
ICDCode,0,icd:3218,6,345.41,PSYMOTR EPIL W INTR EPIL,,,
ICDCode,0,icd:3219,6,345.5,PART EPIL W/O INTR EPIL,,,
ICDCode,0,icd:3220,6,345.51,PART EPIL W INTR EPIL,,,
ICDCode,0,icd:3221,6,345.6,INF SPASM W/O INTR EPIL,,,
ICDCode,0,icd:3222,6,345.61,INF SPASM W INTRACT EPIL,,,
ICDCode,0,icd:3223,6,345.7,EPIL PAR CONT W/O INT EP,,,
ICDCode,0,icd:3224,6,345.71,EPIL PAR CONT W INTR EPI,,,
ICDCode,0,icd:3225,6,345.8,EPILEP NEC W/O INTR EPIL,,,
ICDCode,0,icd:3226,6,345.81,EPILEPSY NEC W INTR EPIL,,,
ICDCode,0,icd:3227,6,345.9,EPILEP NOS W/O INTR EPIL,,,
ICDCode,0,icd:3228,6,345.91,EPILEPSY NOS W INTR EPIL,,,
ICDCode,0,icd:3229,6,346.0,CLSC MIGRNE WO NTRC MGRN,,,
ICDCode,0,icd:3230,6,346.01,CLSC MGRN W NTRC MGR STD,,,
ICDCode,0,icd:3231,6,346.1,COMN MIGRNE WO NTRC MGRN,,,
ICDCode,0,icd:3232,6,346.11,COMN MGRN W NTRC MGR STD,,,
ICDCode,0,icd:3233,6,346.2,VRNT MIGRNE WO NTRC MGRN,,,
ICDCode,0,icd:3234,6,346.21,VRNT MGRN W NTRC MGR STD,,,
ICDCode,0,icd:3235,6,346.8,OTHR MIGRNE WO NTRC MGRN,,,
ICDCode,0,icd:3236,6,346.81,OTHR MGRN W NTRC MGR STD,,,
ICDCode,0,icd:3237,6,346.9,MIGRNE UNSP WO NTRC MGRN,,,
ICDCode,0,icd:3238,6,346.91,MGRN UNSP W NTRC MGR STD,,,
ICDCode,0,icd:3239,6,347.0,NARCOLEPSY W/O CATAPLEXY,,,
ICDCode,0,icd:3240,6,347.01,NARCOLEPSY W CATAPLEXY,,,
ICDCode,0,icd:3241,6,347.1,NARCLPSY W/O CAT OTH DIS,,,
ICDCode,0,icd:3242,6,347.11,NARCOLEPSY W CAT OTH DIS,,,
ICDCode,0,icd:3243,6,348.0,CEREBRAL CYSTS,,,
ICDCode,0,icd:3244,6,348.1,ANOXIC BRAIN DAMAGE,,,
ICDCode,0,icd:3245,6,348.2,PSEUDOTUMOR CEREBRI,,,
ICDCode,0,icd:3246,6,348.3,ENCEPHALOPATHY NOS,,,
ICDCode,0,icd:3247,6,348.31,METABOLIC ENCEPHALOPATHY,,,
ICDCode,0,icd:3248,6,348.39,ENCEPHALOPATHY NEC,,,
ICDCode,0,icd:3249,6,348.4,COMPRESSION OF BRAIN,,,
ICDCode,0,icd:3250,6,348.5,CEREBRAL EDEMA,,,
ICDCode,0,icd:3251,6,348.8,BRAIN CONDITIONS NEC,,10/1/2009,
ICDCode,0,icd:3252,6,348.9,BRAIN CONDITION NOS,,,
ICDCode,0,icd:3253,6,349.0,LUMBAR PUNCTURE REACTION,,,
ICDCode,0,icd:3254,6,349.1,COMPLICATION CNS DEVICE,,,
ICDCode,0,icd:3255,6,349.2,DISORDER OF MENINGES NEC,,,
ICDCode,0,icd:3256,6,349.81,CEREBROSPINAL RHINORRHEA,,,
ICDCode,0,icd:3257,6,349.82,TOXIC ENCEPHALOPATHY,,,
ICDCode,0,icd:3258,6,349.89,CNS DISORDER NEC,,,
ICDCode,0,icd:3259,6,349.9,CNS DISORDER NOS,,,
ICDCode,0,icd:3260,6,350.1,TRIGEMINAL NEURALGIA,,,
ICDCode,0,icd:3261,6,350.2,ATYPICAL FACE PAIN,,,
ICDCode,0,icd:3262,6,350.8,TRIGEMINAL NERVE DIS NEC,,,
ICDCode,0,icd:3263,6,350.9,TRIGEMINAL NERVE DIS NOS,,,
ICDCode,0,icd:3264,6,351.0,BELL'S PALSY,,,
ICDCode,0,icd:3265,6,351.1,GENICULATE GANGLIONITIS,,,
ICDCode,0,icd:3266,6,351.8,FACIAL NERVE DIS NEC,,,
ICDCode,0,icd:3267,6,351.9,FACIAL NERVE DIS NOS,,,
ICDCode,0,icd:3268,6,352.0,OLFACTORY NERVE DISORDER,,,
ICDCode,0,icd:3269,6,352.1,GLOSSOPHARYNG NEURALGIA,,,
ICDCode,0,icd:3270,6,352.2,GLOSSOPHAR NERVE DIS NEC,,,
ICDCode,0,icd:3271,6,352.3,PNEUMOGASTRIC NERVE DIS,,,
ICDCode,0,icd:3272,6,352.4,ACCESSORY NERVE DISORDER,,,
ICDCode,0,icd:3273,6,352.5,HYPOGLOSSAL NERVE DIS,,,
ICDCode,0,icd:3274,6,352.6,MULT CRANIAL NERVE PALSY,,,
ICDCode,0,icd:3275,6,352.9,CRANIAL NERVE DIS NOS,,,
ICDCode,0,icd:3276,6,353.0,BRACHIAL PLEXUS LESIONS,,,
ICDCode,0,icd:3277,6,353.1,LUMBOSACRAL PLEX LESION,,,
ICDCode,0,icd:3278,6,353.2,CERVICAL ROOT LESION NEC,,,
ICDCode,0,icd:3279,6,353.3,THORACIC ROOT LESION NEC,,,
ICDCode,0,icd:3280,6,353.4,LUMBSACRAL ROOT LES NEC,,,
ICDCode,0,icd:3281,6,353.5,NEURALGIC AMYOTROPHY,,,
ICDCode,0,icd:3282,6,353.6,PHANTOM LIMB (SYNDROME),,,
ICDCode,0,icd:3283,6,353.8,NERV ROOT/PLEXUS DIS NEC,,,
ICDCode,0,icd:3284,6,353.9,NERV ROOT/PLEXUS DIS NOS,,,
ICDCode,0,icd:3285,6,354.0,CARPAL TUNNEL SYNDROME,,,
ICDCode,0,icd:3286,6,354.1,MEDIAN NERVE LESION NEC,,,
ICDCode,0,icd:3287,6,354.2,ULNAR NERVE LESION,,,
ICDCode,0,icd:3288,6,354.3,RADIAL NERVE LESION,,,
ICDCode,0,icd:3289,6,354.4,CAUSALGIA UPPER LIMB,,,
ICDCode,0,icd:3290,6,354.5,MONONEURITIS MULTIPLEX,,,
ICDCode,0,icd:3291,6,354.8,MONONEURITIS ARM NEC,,,
ICDCode,0,icd:3292,6,354.9,MONONEURITIS ARM NOS,,,
ICDCode,0,icd:3293,6,355.0,SCIATIC NERVE LESION,,,
ICDCode,0,icd:3294,6,355.1,MERALGIA PARESTHETICA,,,
ICDCode,0,icd:3295,6,355.2,FEMORAL NERVE LESION NEC,,,
ICDCode,0,icd:3296,6,355.3,LAT POPLITEAL NERVE LES,,,
ICDCode,0,icd:3297,6,355.4,MED POPLITEAL NERVE LES,,,
ICDCode,0,icd:3298,6,355.5,TARSAL TUNNEL SYNDROME,,,
ICDCode,0,icd:3299,6,355.6,PLANTAR NERVE LESION,,,
ICDCode,0,icd:3300,6,355.71,CAUSALGIA LOWER LIMB,,,
ICDCode,0,icd:3301,6,355.79,OTH MONONEUR LOWER LIMB,,,
ICDCode,0,icd:3302,6,355.8,MONONEURITIS LEG NOS,,,
ICDCode,0,icd:3303,6,355.9,MONONEURITIS NOS,,,
ICDCode,0,icd:3304,6,356.0,HERED PERIPH NEUROPATHY,,,
ICDCode,0,icd:3305,6,356.1,PERONEAL MUSCLE ATROPHY,,,
ICDCode,0,icd:3306,6,356.2,HERED SENSORY NEUROPATHY,,,
ICDCode,0,icd:3307,6,356.3,REFSUM'S DISEASE,,,
ICDCode,0,icd:3308,6,356.4,IDIO PROG POLYNEUROPATHY,,,
ICDCode,0,icd:3309,6,356.8,IDIO PERIPH NEURPTHY NEC,,,
ICDCode,0,icd:3310,6,356.9,IDIO PERIPH NEURPTHY NOS,,,
ICDCode,0,icd:3311,6,357.0,AC INFECT POLYNEURITIS,,,
ICDCode,0,icd:3312,6,357.1,NEURPTHY IN COL VASC DIS,,,
ICDCode,0,icd:3313,6,357.2,NEUROPATHY IN DIABETES,,,
ICDCode,0,icd:3314,6,357.3,NEUROPATHY IN MALIG DIS,,,
ICDCode,0,icd:3315,6,357.4,NEUROPATHY IN OTHER DIS,,,
ICDCode,0,icd:3316,6,357.5,ALCOHOLIC POLYNEUROPATHY,,,
ICDCode,0,icd:3317,6,357.6,NEUROPATHY DUE TO DRUGS,,,
ICDCode,0,icd:3318,6,357.7,NEURPTHY TOXIC AGENT NEC,,,
ICDCode,0,icd:3319,6,357.81,CHR INFLAM POLYNEURITIS,,,
ICDCode,0,icd:3320,6,357.82,CRIT ILLNESS NEUROPATHY,,,
ICDCode,0,icd:3321,6,357.89,INFLAM/TOX NEUROPTHY NEC,,,
ICDCode,0,icd:3322,6,357.9,INFLAM/TOX NEUROPTHY NOS,,,
ICDCode,0,icd:3323,6,358.0,MYSTHNA GRVS W/O AC EXAC,,,
ICDCode,0,icd:3324,6,358.01,MYASTHNA GRAVS W AC EXAC,,,
ICDCode,0,icd:3325,6,358.1,MYASTHENIA IN OTH DIS,,,
ICDCode,0,icd:3326,6,358.2,TOXIC MYONEURAL DISORDER,,,
ICDCode,0,icd:3327,6,358.8,MYONEURAL DISORDERS NEC,,,
ICDCode,0,icd:3328,6,358.9,MYONEURAL DISORDERS NOS,,,
ICDCode,0,icd:3329,6,359.0,CONG HERED MUSC DYSTRPHY,,,
ICDCode,0,icd:3330,6,359.1,HERED PROG MUSC DYSTRPHY,,,
ICDCode,0,icd:3331,6,359.21,MYOTONIC MUSCLR DYSTRPHY,,,
ICDCode,0,icd:3332,6,359.22,MYOTONIA CONGENITA,,,
ICDCode,0,icd:3333,6,359.23,MYOTONIC CHONDRODYSTRPHY,,,
ICDCode,0,icd:3334,6,359.24,DRUG INDUCED MYOTONIA,,,
ICDCode,0,icd:3335,6,359.29,MYOTONIC DISORDER NEC,,,
ICDCode,0,icd:3336,6,359.3,PERIODIC PARALYSIS,,,
ICDCode,0,icd:3337,6,359.4,TOXIC MYOPATHY,,,
ICDCode,0,icd:3338,6,359.5,MYOPATHY IN ENDOCRIN DIS,,,
ICDCode,0,icd:3339,6,359.6,INFL MYOPATHY IN OTH DIS,,,
ICDCode,0,icd:3340,6,359.81,CRITICAL ILLNESS MYOPTHY,,,
ICDCode,0,icd:3341,6,359.89,MYOPATHIES NEC,,,
ICDCode,0,icd:3342,6,359.9,MYOPATHY NOS,,,
ICDCode,0,icd:3343,6,360.0,PURULENT ENDOPHTHALM NOS,,,
ICDCode,0,icd:3344,6,360.01,ACUTE ENDOPHTHALMITIS,,,
ICDCode,0,icd:3345,6,360.02,PANOPHTHALMITIS,,,
ICDCode,0,icd:3346,6,360.03,CHRONIC ENDOPHTHALMITIS,,,
ICDCode,0,icd:3347,6,360.04,VITREOUS ABSCESS,,,
ICDCode,0,icd:3348,6,360.11,SYMPATHETIC UVEITIS,,,
ICDCode,0,icd:3349,6,360.12,PANUVEITIS,,,
ICDCode,0,icd:3350,6,360.13,PARASITIC ENDOPHTHAL NOS,,,
ICDCode,0,icd:3351,6,360.14,OPHTHALMIA NODOSA,,,
ICDCode,0,icd:3352,6,360.19,ENDOPHTHALMITIS NEC,,,
ICDCode,0,icd:3353,6,360.2,DEGENERAT GLOBE DIS NOS,,,
ICDCode,0,icd:3354,6,360.21,PROGRESSIVE HIGH MYOPIA,,,
ICDCode,0,icd:3355,6,360.23,SIDEROSIS,,,
ICDCode,0,icd:3356,6,360.24,OTHER METALLOSIS; EYE,,,
ICDCode,0,icd:3357,6,360.29,DEGENERATIVE GLOBE NEC,,,
ICDCode,0,icd:3358,6,360.3,HYPOTONY NOS; EYE,,,
ICDCode,0,icd:3359,6,360.31,PRIMARY HYPOTONY,,,
ICDCode,0,icd:3360,6,360.32,HYPOTONY DUE TO FISTULA,,,
ICDCode,0,icd:3361,6,360.33,HYPOTONY W EYE DIS NEC,,,
ICDCode,0,icd:3362,6,360.34,FLAT ANTERIOR CHAMBER,,,
ICDCode,0,icd:3363,6,360.4,DEGENERATION OF EYE NOS,,,
ICDCode,0,icd:3364,6,360.41,BLIND HYPOTENSIVE EYE,,,
ICDCode,0,icd:3365,6,360.42,BLIND HYPERTENSIVE EYE,,,
ICDCode,0,icd:3366,6,360.43,HEMOPHTHALMOS,,,
ICDCode,0,icd:3367,6,360.44,LEUCOCORIA,,,
ICDCode,0,icd:3368,6,360.5,OLD MAGNET FB; EYE NOS,,,
ICDCode,0,icd:3369,6,360.51,OLD MAGNET FB; ANT CHAMB,,,
ICDCode,0,icd:3370,6,360.52,OLD MAGNET FB; IRIS,,,
ICDCode,0,icd:3371,6,360.53,OLD MAGNET FB; LENS,,,
ICDCode,0,icd:3372,6,360.54,OLD MAGNET FB; VITREOUS,,,
ICDCode,0,icd:3373,6,360.55,OLD MAGNET FB; POST WALL,,,
ICDCode,0,icd:3374,6,360.59,OLD MAGNET FB; EYE NEC,,,
ICDCode,0,icd:3375,6,360.6,INTRAOCULAR FB NOS,,,
ICDCode,0,icd:3376,6,360.61,FB IN ANTERIOR CHAMBER,,,
ICDCode,0,icd:3377,6,360.62,FB IN IRIS OR CILIARY,,,
ICDCode,0,icd:3378,6,360.63,FOREIGN BODY IN LENS,,,
ICDCode,0,icd:3379,6,360.64,FOREIGN BODY IN VITREOUS,,,
ICDCode,0,icd:3380,6,360.65,FB IN POSTERIOR WALL,,,
ICDCode,0,icd:3381,6,360.69,INTRAOCULAR FB NEC,,,
ICDCode,0,icd:3382,6,360.81,LUXATION OF GLOBE,,,
ICDCode,0,icd:3383,6,360.89,DISORDER OF GLOBE NEC,,,
ICDCode,0,icd:3384,6,360.9,DISORDER OF GLOBE NOS,,,
ICDCode,0,icd:3385,6,361.0,DETACHMNT W DEFECT NOS,,,
ICDCode,0,icd:3386,6,361.01,PART DETACH-SINGL DEFEC,,,
ICDCode,0,icd:3387,6,361.02,PART DETACH-MULT DEFECT,,,
ICDCode,0,icd:3388,6,361.03,PART DETACH-GIANT TEAR,,,
ICDCode,0,icd:3389,6,361.04,PART DETACH-DIALYSIS,,,
ICDCode,0,icd:3390,6,361.05,RECENT DETACHMENT; TOTAL,,,
ICDCode,0,icd:3391,6,361.06,OLD DETACHMENT; PARTIAL,,,
ICDCode,0,icd:3392,6,361.07,OLD DETACHMENT; TOTAL,,,
ICDCode,0,icd:3393,6,361.1,RETINOSCHISIS NOS,,,
ICDCode,0,icd:3394,6,361.11,FLAT RETINOSCHISIS,,,
ICDCode,0,icd:3395,6,361.12,BULLOUS RETINOSCHISIS,,,
ICDCode,0,icd:3396,6,361.13,PRIMARY RETINAL CYSTS,,,
ICDCode,0,icd:3397,6,361.14,SECONDARY RETINAL CYSTS,,,
ICDCode,0,icd:3398,6,361.19,RETINOSHISIS OR CYST NEC,,,
ICDCode,0,icd:3399,6,361.2,SEROUS RETINA DETACHMENT,,,
ICDCode,0,icd:3400,6,361.3,RETINAL DEFECT NOS,,,
ICDCode,0,icd:3401,6,361.31,ROUND HOLE OF RETINA,,,
ICDCode,0,icd:3402,6,361.32,HORSESHOE TEAR OF RETINA,,,
ICDCode,0,icd:3403,6,361.33,MULT DEFECTS OF RETINA,,,
ICDCode,0,icd:3404,6,361.81,RETINAL TRACTION DETACH,,,
ICDCode,0,icd:3405,6,361.89,RETINAL DETACHMENT NEC,,,
ICDCode,0,icd:3406,6,361.9,RETINAL DETACHMENT NOS,,,
ICDCode,0,icd:3407,6,362.01,DIABETIC RETINOPATHY NOS,,,
ICDCode,0,icd:3408,6,362.02,PROLIF DIAB RETINOPATHY,,,
ICDCode,0,icd:3409,6,362.03,NONPROLF DB RETNOPH NOS,,,
ICDCode,0,icd:3410,6,362.04,MILD NONPROLF DB RETNOPH,,,
ICDCode,0,icd:3411,6,362.05,MOD NONPROLF DB RETINOPH,,,
ICDCode,0,icd:3412,6,362.06,SEV NONPROLF DB RETINOPH,,,
ICDCode,0,icd:3413,6,362.07,DIABETIC MACULAR EDEMA,,,
ICDCode,0,icd:3414,6,362.1,BACKGRND RETINOPATHY NOS,,,
ICDCode,0,icd:3415,6,362.11,HYPERTENSIVE RETINOPATHY,,,
ICDCode,0,icd:3416,6,362.12,EXUDATIVE RETINOPATHY,,,
ICDCode,0,icd:3417,6,362.13,RETINAL VASCULAR CHANGES,,,
ICDCode,0,icd:3418,6,362.14,RETINA MICROANEURYSM NOS,,,
ICDCode,0,icd:3419,6,362.15,RETINAL TELANGIECTASIA,,,
ICDCode,0,icd:3420,6,362.16,RETINAL NEOVASCULAR NOS,,,
ICDCode,0,icd:3421,6,362.17,RETINAL VARICES,,,
ICDCode,0,icd:3422,6,362.18,RETINAL VASCULITIS,,,
ICDCode,0,icd:3423,6,362.21,RETROLENTAL FIBROPLASIA,,,
ICDCode,0,icd:3424,6,362.29,PROLIF RETINOPATHY NEC,,,
ICDCode,0,icd:3425,6,362.3,RETINAL VASC OCCLUS NOS,,,
ICDCode,0,icd:3426,6,362.31,CENT RETINA ARTERY OCCLU,,,
ICDCode,0,icd:3427,6,362.32,ARTERIAL BRANCH OCCLUS,,,
ICDCode,0,icd:3428,6,362.33,PART ARTERIAL OCCLUSION,,,
ICDCode,0,icd:3429,6,362.34,TRANSIENT ARTERIAL OCCLU,,,
ICDCode,0,icd:3430,6,362.35,CENT RETINAL VEIN OCCLUS,,,
ICDCode,0,icd:3431,6,362.36,VENOUS TRIBUTARY OCCLUS,,,
ICDCode,0,icd:3432,6,362.37,RETINA VENOUS ENGORGEMNT,,,
ICDCode,0,icd:3433,6,362.4,RETINA LAYER SEPARAT NOS,,,
ICDCode,0,icd:3434,6,362.41,CENT SEROUS RETINOPATHY,,,
ICDCode,0,icd:3435,6,362.42,SEROUS DETACH PIGM EPITH,,,
ICDCode,0,icd:3436,6,362.43,HEM DETACH PIGMNT EPITH,,,
ICDCode,0,icd:3437,6,362.5,MACULAR DEGENERATION NOS,,,
ICDCode,0,icd:3438,6,362.51,NONEXUDAT MACULAR DEGEN,,,
ICDCode,0,icd:3439,6,362.52,EXUDATIVE MACULAR DEGEN,,,
ICDCode,0,icd:3440,6,362.53,CYSTOID MACULAR DEGEN,,,
ICDCode,0,icd:3441,6,362.54,MACULAR CYST OR HOLE,,,
ICDCode,0,icd:3442,6,362.55,TOXIC MACULOPATHY,,,
ICDCode,0,icd:3443,6,362.56,MACULAR PUCKERING,,,
ICDCode,0,icd:3444,6,362.57,DRUSEN (DEGENERATIVE),,,
ICDCode,0,icd:3445,6,362.6,PERIPH RETINA DEGEN NOS,,,
ICDCode,0,icd:3446,6,362.61,PAVING STONE DEGENERAT,,,
ICDCode,0,icd:3447,6,362.62,MICROCYSTOID DEGENERAT,,,
ICDCode,0,icd:3448,6,362.63,LATTICE DEGENERATION,,,
ICDCode,0,icd:3449,6,362.64,SENILE RETICULAR DEGEN,,,
ICDCode,0,icd:3450,6,362.65,SECONDRY PIGMENT DEGEN,,,
ICDCode,0,icd:3451,6,362.66,SEC VITREORETINA DEGEN,,,
ICDCode,0,icd:3452,6,362.7,HERED RETIN DYSTRPHY NOS,,,
ICDCode,0,icd:3453,6,362.71,RET DYSTRPH IN LIPIDOSES,,,
ICDCode,0,icd:3454,6,362.72,RET DYSTRPH IN SYST DIS,,,
ICDCode,0,icd:3455,6,362.73,VITREORETINAL DYSTROPHY,,,
ICDCode,0,icd:3456,6,362.74,PIGMENT RETINA DYSTROPHY,,,
ICDCode,0,icd:3457,6,362.75,SENSORY RETINA DYSTROPHY,,,
ICDCode,0,icd:3458,6,362.76,VITELLIFORM DYSTROPHY,,,
ICDCode,0,icd:3459,6,362.77,BRUCH MEMBRANE DYSTROPHY,,,
ICDCode,0,icd:3460,6,362.81,RETINAL HEMORRHAGE,,,
ICDCode,0,icd:3461,6,362.82,RETINA EXUDATES/DEPOSITS,,,
ICDCode,0,icd:3462,6,362.83,RETINAL EDEMA,,,
ICDCode,0,icd:3463,6,362.84,RETINAL ISCHEMIA,,,
ICDCode,0,icd:3464,6,362.85,RETINAL NERV FIBER DEFEC,,,
ICDCode,0,icd:3465,6,362.89,RETINAL DISORDERS NEC,,,
ICDCode,0,icd:3466,6,362.9,RETINAL DISORDER NOS,,,
ICDCode,0,icd:3467,6,363.0,FOCAL CHORIORETINIT NOS,,,
ICDCode,0,icd:3468,6,363.01,JUXTAPAP FOC CHOROIDITIS,,,
ICDCode,0,icd:3469,6,363.03,FOC CHOROIDITIS POST NEC,,,
ICDCode,0,icd:3470,6,363.04,PERIPH FOCAL CHOROIDITIS,,,
ICDCode,0,icd:3471,6,363.05,JUXTAPAP FOCAL RETINITIS,,,
ICDCode,0,icd:3472,6,363.06,MACULAR FOCAL RETINITIS,,,
ICDCode,0,icd:3473,6,363.07,FOC RETINITIS POST NEC,,,
ICDCode,0,icd:3474,6,363.08,PERIPH FOCAL RETINITIS,,,
ICDCode,0,icd:3475,6,363.1,DISSEM CHORIORETINIT NOS,,,
ICDCode,0,icd:3476,6,363.11,DISSEM CHOROIDITIS; POST,,,
ICDCode,0,icd:3477,6,363.12,PERIPH DISEM CHOROIDITIS,,,
ICDCode,0,icd:3478,6,363.13,GEN DISSEM CHOROIDITIS,,,
ICDCode,0,icd:3479,6,363.14,METASTAT DISSEM RETINIT,,,
ICDCode,0,icd:3480,6,363.15,PIGMENT EPITHELIOPATHY,,,
ICDCode,0,icd:3481,6,363.2,CHORIORETINITIS NOS,,,
ICDCode,0,icd:3482,6,363.21,PARS PLANITIS,,,
ICDCode,0,icd:3483,6,363.22,HARADA'S DISEASE,,,
ICDCode,0,icd:3484,6,363.3,CHORIORETINAL SCAR NOS,,,
