type,data-set,entityid,bodysystem,code,codedesc,chronic,expirydate,availabilitydate,icdversionext
ICDCode,0,icd:4496,6,38521,Impaired mobility of malleus,,,,9
ICDCode,0,icd:4497,6,38522,Impaired mobility of other ear ossicles,,,,9
ICDCode,0,icd:4498,6,38523,Discontinuity or dislocation of ear ossicles,,,,9
ICDCode,0,icd:4499,6,38524,Partial loss or necrosis of ear ossicles,,,,9
ICDCode,0,icd:4500,6,38530,"Cholesteatoma, unspecified",,,,9
ICDCode,0,icd:4501,6,38531,Cholesteatoma of attic,,,,9
ICDCode,0,icd:4502,6,38532,Cholesteatoma of middle ear,,,,9
ICDCode,0,icd:4503,6,38533,Cholesteatoma of middle ear and mastoid,,,,9
ICDCode,0,icd:4504,6,38535,Diffuse cholesteatosis of middle ear and mastoid,,,,9
ICDCode,0,icd:4505,6,38582,Cholesterin granuloma of middle ear and mastoid,,,,9
ICDCode,0,icd:4506,6,38583,Retained foreign body of middle ear,,,,9
ICDCode,0,icd:4507,6,38589,Other disorders of middle ear and mastoid,,,,9
ICDCode,0,icd:4508,6,3859,Unspecified disorder of middle ear and mastoid,,,,9
ICDCode,0,icd:4509,6,38600,"M‚niŠre's disease, unspecified",,,,9
ICDCode,0,icd:4510,6,38601,"Active M‚niŠre's disease, cochleovestibular",,,,9
ICDCode,0,icd:4511,6,38602,"Active M‚niŠre's disease, cochlear",,,,9
ICDCode,0,icd:4512,6,38603,"Active M‚niŠre's disease, vestibular",,,,9
ICDCode,0,icd:4513,6,38604,Inactive M‚niŠre's disease,,,,9
ICDCode,0,icd:4514,6,38610,"Peripheral vertigo, unspecified",,,,9
ICDCode,0,icd:4515,6,38611,Benign paroxysmal positional vertigo,,,,9
ICDCode,0,icd:4516,6,38612,Vestibular neuronitis,,,,9
ICDCode,0,icd:4517,6,38619,Other peripheral vertigo,,,,9
ICDCode,0,icd:4518,6,3862,Vertigo of central origin,,,,9
ICDCode,0,icd:4519,6,38630,"Labyrinthitis, unspecified",,,,9
ICDCode,0,icd:4520,6,38631,Serous labyrinthitis,,,,9
ICDCode,0,icd:4521,6,38632,Circumscribed labyrinthitis,,,,9
ICDCode,0,icd:4522,6,38633,Suppurative labyrinthitis,,,,9
ICDCode,0,icd:4523,6,38634,Toxic labyrinthitis,,,,9
ICDCode,0,icd:4524,6,38635,Viral labyrinthitis,,,,9
ICDCode,0,icd:4525,6,38640,"Labyrinthine fistula, unspecified",,,,9
ICDCode,0,icd:4526,6,38641,Round window fistula,,,,9
ICDCode,0,icd:4527,6,38642,Oval window fistula,,,,9
ICDCode,0,icd:4528,6,38643,Semicircular canal fistula,,,,9
ICDCode,0,icd:4529,6,38648,Labyrinthine fistula of combined sites,,,,9
ICDCode,0,icd:4530,6,38650,"Labyrinthine dysfunction, unspecified",,,,9
ICDCode,0,icd:4531,6,38651,"Hyperactive labyrinth, unilateral",,,,9
ICDCode,0,icd:4532,6,38652,"Hyperactive labyrinth, bilateral",,,,9
ICDCode,0,icd:4533,6,38653,"Hypoactive labyrinth, unilateral",,,,9
ICDCode,0,icd:4534,6,38654,"Hypoactive labyrinth, bilateral",,,,9
ICDCode,0,icd:4535,6,38655,"Loss of labyrinthine reactivity, unilateral",,,,9
ICDCode,0,icd:4536,6,38656,"Loss of labyrinthine reactivity, bilateral",,,,9
ICDCode,0,icd:4537,6,38658,Other forms and combinations of labyrinthine dysfunction,,,,9
ICDCode,0,icd:4538,6,3868,Other disorders of labyrinth,,,,9
ICDCode,0,icd:4539,6,3869,Unspecified vertiginous syndromes and labyrinthine disorders,,,,9
ICDCode,0,icd:4540,6,3870,"Otosclerosis involving oval window, nonobliterative",,,,9
ICDCode,0,icd:4541,6,3871,"Otosclerosis involving oval window, obliterative",,,,9
ICDCode,0,icd:4542,6,3872,Cochlear otosclerosis,,,,9
ICDCode,0,icd:4543,6,3878,Other otosclerosis,,,,9
ICDCode,0,icd:4544,6,3879,"Otosclerosis, unspecified",,,,9
ICDCode,0,icd:4545,6,38800,"Degenerative and vascular disorders, unspecified",,,,9
ICDCode,0,icd:4546,6,38801,Presbyacusis,,,,9
ICDCode,0,icd:4547,6,38802,Transient ischemic deafness,,,,9
ICDCode,0,icd:4548,6,38810,"Noise effects on inner ear, unspecified",,,,9
ICDCode,0,icd:4549,6,38811,Acoustic trauma (explosive) to ear,,,,9
ICDCode,0,icd:4550,6,38812,Noise-induced hearing loss,,,,9
ICDCode,0,icd:4551,6,3882,"Sudden hearing loss, unspecified",,,,9
ICDCode,0,icd:4552,6,38830,"Tinnitus, unspecified",,,,9
ICDCode,0,icd:4553,6,38831,Subjective tinnitus,,,,9
ICDCode,0,icd:4554,6,38832,Objective tinnitus,,,,9
ICDCode,0,icd:4555,6,38840,"Abnormal auditory perception, unspecified",,,,9
ICDCode,0,icd:4556,6,38841,Diplacusis,,,,9
ICDCode,0,icd:4557,6,38842,Hyperacusis,,,,9
ICDCode,0,icd:4558,6,38843,Impairment of auditory discrimination,,,,9
ICDCode,0,icd:4559,6,38844,Auditory recruitment,,,,9
ICDCode,0,icd:4560,6,38845,Acquired auditory processing disorder,,,,9
ICDCode,0,icd:4561,6,3885,Disorders of acoustic nerve,,,,9
ICDCode,0,icd:4562,6,38860,"Otorrhea, unspecified",,,,9
ICDCode,0,icd:4563,6,38861,Cerebrospinal fluid otorrhea,,,,9
ICDCode,0,icd:4564,6,38869,Other otorrhea,,,,9
ICDCode,0,icd:4565,6,38870,"Otalgia, unspecified",,,,9
ICDCode,0,icd:4566,6,38871,Otogenic pain,,,,9
ICDCode,0,icd:4567,6,38872,Referred otogenic pain,,,,9
ICDCode,0,icd:4568,6,3888,Other disorders of ear,,,,9
ICDCode,0,icd:4569,6,3889,Unspecified disorder of ear,,,,9
ICDCode,0,icd:4570,6,38900,"Conductive hearing loss, unspecified",,,,9
ICDCode,0,icd:4571,6,38901,"Conductive hearing loss, external ear",,,,9
ICDCode,0,icd:4572,6,38902,"Conductive hearing loss, tympanic membrane",,,,9
ICDCode,0,icd:4573,6,38903,"Conductive hearing loss, middle ear",,,,9
ICDCode,0,icd:4574,6,38904,"Conductive hearing loss, inner ear",,,,9
ICDCode,0,icd:4575,6,38905,"Conductive hearing loss, unilateral",,,,9
ICDCode,0,icd:4576,6,38906,"Conductive hearing loss, bilateral",,,,9
ICDCode,0,icd:4577,6,38908,Conductive hearing loss of combined types,,,,9
ICDCode,0,icd:4578,6,38910,"Sensorineural hearing loss, unspecified",,,,9
ICDCode,0,icd:4579,6,38911,"Sensory hearing loss, bilateral",,,,9
ICDCode,0,icd:4580,6,38912,"Neural hearing loss, bilateral",,,,9
ICDCode,0,icd:4581,6,38913,"Neural hearing loss, unilateral",,,,9
ICDCode,0,icd:4582,6,38914,Central hearing loss,,,,9
ICDCode,0,icd:4583,6,38915,"Sensorineural hearing loss, unilateral",,,,9
ICDCode,0,icd:4584,6,38916,"Sensorineural hearing loss, asymmetrical",,,,9
ICDCode,0,icd:4585,6,38917,"Sensory hearing loss, unilateral",,,,9
ICDCode,0,icd:4586,6,38918,"Sensorineural hearing loss, bilateral",,,,9
ICDCode,0,icd:4587,6,38920,"Mixed hearing loss, unspecified",,,,9
ICDCode,0,icd:4588,6,38921,"Mixed hearing loss, unilateral",,,,9
ICDCode,0,icd:4589,6,38922,"Mixed hearing loss, bilateral",,,,9
ICDCode,0,icd:4590,6,3897,"Deaf, nonspeaking, not elsewhere classifiable",,,,9
ICDCode,0,icd:4591,6,3898,Other specified forms of hearing loss,,,,9
ICDCode,0,icd:4592,6,3899,Unspecified hearing loss,,,,9
ICDCode,0,icd:4593,7,390,Rheumatic fever without mention of heart involvement,,,,9
ICDCode,0,icd:4594,7,3910,Acute rheumatic pericarditis,,,,9
ICDCode,0,icd:4595,7,3911,Acute rheumatic endocarditis,,,,9
ICDCode,0,icd:4596,7,3912,Acute rheumatic myocarditis,,,,9
ICDCode,0,icd:4597,7,3918,Other acute rheumatic heart disease,,,,9
ICDCode,0,icd:4598,7,3919,"Acute rheumatic heart disease, unspecified",,,,9
ICDCode,0,icd:4599,7,3920,Rheumatic chorea with heart involvement,,,,9
ICDCode,0,icd:4600,7,3929,Rheumatic chorea without mention of heart involvement,,,,9
ICDCode,0,icd:4601,7,393,Chronic rheumatic pericarditis,,,,9
ICDCode,0,icd:4602,7,3940,Mitral stenosis,,,,9
ICDCode,0,icd:4603,7,3941,Rheumatic mitral insufficiency,,,,9
ICDCode,0,icd:4604,7,3942,Mitral stenosis with insufficiency,,,,9
ICDCode,0,icd:4605,7,3949,Other and unspecified mitral valve diseases,,,,9
ICDCode,0,icd:4606,7,3950,Rheumatic aortic stenosis,,,,9
ICDCode,0,icd:4607,7,3951,Rheumatic aortic insufficiency,,,,9
ICDCode,0,icd:4608,7,3952,Rheumatic aortic stenosis with insufficiency,,,,9
ICDCode,0,icd:4609,7,3959,Other and unspecified rheumatic aortic diseases,,,,9
ICDCode,0,icd:4610,7,3960,Mitral valve stenosis and aortic valve stenosis,,,,9
ICDCode,0,icd:4611,7,3961,Mitral valve stenosis and aortic valve insufficiency,,,,9
ICDCode,0,icd:4612,7,3962,Mitral valve insufficiency and aortic valve stenosis,,,,9
ICDCode,0,icd:4613,7,3963,Mitral valve insufficiency and aortic valve insufficiency,,,,9
ICDCode,0,icd:4614,7,3968,Multiple involvement of mitral and aortic valves,,,,9
ICDCode,0,icd:4615,7,3969,"Mitral and aortic valve diseases, unspecified",,,,9
ICDCode,0,icd:4616,7,3970,Diseases of tricuspid valve,,,,9
ICDCode,0,icd:4617,7,3971,Rheumatic diseases of pulmonary valve,,,,9
ICDCode,0,icd:4618,7,3979,"Rheumatic diseases of endocardium, valve unspecified",,,,9
ICDCode,0,icd:4619,7,3980,Rheumatic myocarditis,,,,9
ICDCode,0,icd:4620,7,39890,"Rheumatic heart disease, unspecified",,,,9
ICDCode,0,icd:4621,7,39891,Rheumatic heart failure (congestive),,,,9
ICDCode,0,icd:4622,7,39899,Other rheumatic heart diseases,,,,9
ICDCode,0,icd:4623,7,4010,Malignant essential hypertension,,,,9
ICDCode,0,icd:4624,7,4011,Benign essential hypertension,,,,9
ICDCode,0,icd:4625,7,4019,Unspecified essential hypertension,,,,9
ICDCode,0,icd:4626,7,40200,Malignant hypertensive heart disease without heart failure,,,,9
ICDCode,0,icd:4627,7,40201,Malignant hypertensive heart disease with heart failure,,,,9
ICDCode,0,icd:4628,7,40210,Benign hypertensive heart disease without heart failure,,,,9
ICDCode,0,icd:4629,7,40211,Benign hypertensive heart disease with heart failure,,,,9
ICDCode,0,icd:4630,7,40290,Unspecified hypertensive heart disease without heart failure,,,,9
ICDCode,0,icd:4631,7,40291,Unspecified hypertensive heart disease with heart failure,,,,9
ICDCode,0,icd:4632,7,40300,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4633,7,40301,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4634,7,40310,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4635,7,40311,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4636,7,40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4637,7,40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4638,7,40400,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4639,7,40401,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4640,7,40402,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4641,7,40403,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4642,7,40410,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4643,7,40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4644,7,40412,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4645,7,40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4646,7,40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4647,7,40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",,,,9
ICDCode,0,icd:4648,7,40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4649,7,40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease",,,,9
ICDCode,0,icd:4650,7,40501,Malignant renovascular hypertension,,,,9
ICDCode,0,icd:4651,7,40509,Other malignant secondary hypertension,,,,9
ICDCode,0,icd:4652,7,40511,Benign renovascular hypertension,,,,9
ICDCode,0,icd:4653,7,40519,Other benign secondary hypertension,,,,9
ICDCode,0,icd:4654,7,40591,Unspecified renovascular hypertension,,,,9
ICDCode,0,icd:4655,7,40599,Other unspecified secondary hypertension,,,,9
ICDCode,0,icd:4656,7,41000,"Acute myocardial infarction of anterolateral wall, episode of care unspecified",,,,9
ICDCode,0,icd:4657,7,41001,"Acute myocardial infarction of anterolateral wall, initial episode of care",,,,9
ICDCode,0,icd:4658,7,41002,"Acute myocardial infarction of anterolateral wall, subsequent episode of care",,,,9
ICDCode,0,icd:4659,7,41010,"Acute myocardial infarction of other anterior wall, episode of care unspecified",,,,9
ICDCode,0,icd:4660,7,41011,"Acute myocardial infarction of other anterior wall, initial episode of care",,,,9
ICDCode,0,icd:4661,7,41012,"Acute myocardial infarction of other anterior wall, subsequent episode of care",,,,9
ICDCode,0,icd:4662,7,41020,"Acute myocardial infarction of inferolateral wall, episode of care unspecified",,,,9
ICDCode,0,icd:4663,7,41021,"Acute myocardial infarction of inferolateral wall, initial episode of care",,,,9
ICDCode,0,icd:4664,7,41022,"Acute myocardial infarction of inferolateral wall, subsequent episode of care",,,,9
ICDCode,0,icd:4665,7,41030,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified",,,,9
ICDCode,0,icd:4666,7,41031,"Acute myocardial infarction of inferoposterior wall, initial episode of care",,,,9
ICDCode,0,icd:4667,7,41032,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care",,,,9
ICDCode,0,icd:4668,7,41040,"Acute myocardial infarction of other inferior wall, episode of care unspecified",,,,9
ICDCode,0,icd:4669,7,41041,"Acute myocardial infarction of other inferior wall, initial episode of care",,,,9
ICDCode,0,icd:4670,7,41042,"Acute myocardial infarction of other inferior wall, subsequent episode of care",,,,9
ICDCode,0,icd:4671,7,41050,"Acute myocardial infarction of other lateral wall, episode of care unspecified",,,,9
ICDCode,0,icd:4672,7,41051,"Acute myocardial infarction of other lateral wall, initial episode of care",,,,9
ICDCode,0,icd:4673,7,41052,"Acute myocardial infarction of other lateral wall, subsequent episode of care",,,,9
ICDCode,0,icd:4674,7,41060,"True posterior wall infarction, episode of care unspecified",,,,9
ICDCode,0,icd:4675,7,41061,"True posterior wall infarction, initial episode of care",,,,9
ICDCode,0,icd:4676,7,41062,"True posterior wall infarction, subsequent episode of care",,,,9
ICDCode,0,icd:4677,7,41070,"Subendocardial infarction, episode of care unspecified",,,,9
ICDCode,0,icd:4678,7,41071,"Subendocardial infarction, initial episode of care",,,,9
ICDCode,0,icd:4679,7,41072,"Subendocardial infarction, subsequent episode of care",,,,9
ICDCode,0,icd:4680,7,41080,"Acute myocardial infarction of other specified sites, episode of care unspecified",,,,9
ICDCode,0,icd:4681,7,41081,"Acute myocardial infarction of other specified sites, initial episode of care",,,,9
ICDCode,0,icd:4682,7,41082,"Acute myocardial infarction of other specified sites, subsequent episode of care",,,,9
ICDCode,0,icd:4683,7,41090,"Acute myocardial infarction of unspecified site, episode of care unspecified",,,,9
ICDCode,0,icd:4684,7,41091,"Acute myocardial infarction of unspecified site, initial episode of care",,,,9
ICDCode,0,icd:4685,7,41092,"Acute myocardial infarction of unspecified site, subsequent episode of care",,,,9
ICDCode,0,icd:4686,7,4110,Postmyocardial infarction syndrome,,,,9
ICDCode,0,icd:4687,7,4111,Intermediate coronary syndrome,,,,9
ICDCode,0,icd:4688,7,41181,Acute coronary occlusion without myocardial infarction,,,,9
ICDCode,0,icd:4689,7,41189,"Other acute and subacute forms of ischemic heart disease, other",,,,9
ICDCode,0,icd:4690,7,412,Old myocardial infarction,,,,9
ICDCode,0,icd:4691,7,4130,Angina decubitus,,,,9
ICDCode,0,icd:4692,7,4131,Prinzmetal angina,,,,9
ICDCode,0,icd:4693,7,4139,Other and unspecified angina pectoris,,,,9
ICDCode,0,icd:4694,7,41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft",,,,9
ICDCode,0,icd:4695,7,41401,Coronary atherosclerosis of native coronary artery,,,,9
ICDCode,0,icd:4696,7,41402,Coronary atherosclerosis of autologous vein bypass graft,,,,9
ICDCode,0,icd:4697,7,41403,Coronary atherosclerosis of nonautologous biological bypass graft,,,,9
ICDCode,0,icd:4698,7,41404,Coronary atherosclerosis of artery bypass graft,,,,9
ICDCode,0,icd:4699,7,41405,Coronary atherosclerosis of unspecified bypass graft,,,,9
ICDCode,0,icd:4700,7,41406,Coronary atherosclerosis of native coronary artery of transplanted heart,,,,9
ICDCode,0,icd:4701,7,41407,Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart,,,,9
ICDCode,0,icd:4702,7,41410,Aneurysm of heart (wall),,,,9
ICDCode,0,icd:4703,7,41411,Aneurysm of coronary vessels,,,,9
ICDCode,0,icd:4704,7,41412,Dissection of coronary artery,,,,9
ICDCode,0,icd:4705,7,41419,Other aneurysm of heart,,,,9
ICDCode,0,icd:4706,7,4142,Chronic total occlusion of coronary artery,,,,9
ICDCode,0,icd:4707,7,4143,Coronary atherosclerosis due to lipid rich plaque,,,,9
ICDCode,0,icd:4708,7,4144,Coronary atherosclerosis due to calcified coronary lesion,,,,9
ICDCode,0,icd:4709,7,4148,Other specified forms of chronic ischemic heart disease,,,,9
ICDCode,0,icd:4710,7,4149,"Chronic ischemic heart disease, unspecified",,,,9
ICDCode,0,icd:4711,7,4150,Acute cor pulmonale,,,,9
ICDCode,0,icd:4712,7,41511,Iatrogenic pulmonary embolism and infarction,,,,9
ICDCode,0,icd:4713,7,41512,Septic pulmonary embolism,,,,9
ICDCode,0,icd:4714,7,41513,Saddle embolus of pulmonary artery,,,,9
ICDCode,0,icd:4715,7,41519,Other pulmonary embolism and infarction,,,,9
ICDCode,0,icd:4716,7,4160,Primary pulmonary hypertension,,,,9
ICDCode,0,icd:4717,7,4161,Kyphoscoliotic heart disease,,,,9
ICDCode,0,icd:4718,7,4162,Chronic pulmonary embolism,,,,9
ICDCode,0,icd:4719,7,4168,Other chronic pulmonary heart diseases,,,,9
ICDCode,0,icd:4720,7,4169,"Chronic pulmonary heart disease, unspecified",,,,9
ICDCode,0,icd:4721,7,4170,Arteriovenous fistula of pulmonary vessels,,,,9
ICDCode,0,icd:4722,7,4171,Aneurysm of pulmonary artery,,,,9
ICDCode,0,icd:4723,7,4178,Other specified diseases of pulmonary circulation,,,,9
ICDCode,0,icd:4724,7,4179,Unspecified disease of pulmonary circulation,,,,9
ICDCode,0,icd:4725,7,4200,Acute pericarditis in diseases classified elsewhere,,,,9
ICDCode,0,icd:4726,7,42090,"Acute pericarditis, unspecified",,,,9
ICDCode,0,icd:4727,7,42091,Acute idiopathic pericarditis,,,,9
ICDCode,0,icd:4728,7,42099,Other acute pericarditis,,,,9
ICDCode,0,icd:4729,7,4210,Acute and subacute bacterial endocarditis,,,,9
ICDCode,0,icd:4730,7,4211,Acute and subacute infective endocarditis in diseases classified elsewhere,,,,9
ICDCode,0,icd:4731,7,4219,"Acute endocarditis, unspecified",,,,9
ICDCode,0,icd:4732,7,4220,Acute myocarditis in diseases classified elsewhere,,,,9
ICDCode,0,icd:4733,7,42290,"Acute myocarditis, unspecified",,,,9
ICDCode,0,icd:4734,7,42291,Idiopathic myocarditis,,,,9
ICDCode,0,icd:4735,7,42292,Septic myocarditis,,,,9
ICDCode,0,icd:4736,7,42293,Toxic myocarditis,,,,9
ICDCode,0,icd:4737,7,42299,Other acute myocarditis,,,,9
ICDCode,0,icd:4738,7,4230,Hemopericardium,,,,9
ICDCode,0,icd:4739,7,4231,Adhesive pericarditis,,,,9
ICDCode,0,icd:4740,7,4232,Constrictive pericarditis,,,,9
ICDCode,0,icd:4741,7,4233,Cardiac tamponade,,,,9
ICDCode,0,icd:4742,7,4238,Other specified diseases of pericardium,,,,9
ICDCode,0,icd:4743,7,4239,Unspecified disease of pericardium,,,,9
ICDCode,0,icd:4744,7,4240,Mitral valve disorders,,,,9
ICDCode,0,icd:4745,7,4241,Aortic valve disorders,,,,9
ICDCode,0,icd:4746,7,4242,"Tricuspid valve disorders, specified as nonrheumatic",,,,9
ICDCode,0,icd:4747,7,4243,Pulmonary valve disorders,,,,9
ICDCode,0,icd:4748,7,42490,"Endocarditis, valve unspecified, unspecified cause",,,,9
ICDCode,0,icd:4749,7,42491,Endocarditis in diseases classified elsewhere,,,,9
ICDCode,0,icd:4750,7,42499,"Other endocarditis, valve unspecified",,,,9
ICDCode,0,icd:4751,7,4250,Endomyocardial fibrosis,,,,9
ICDCode,0,icd:4752,7,42511,Hypertrophic obstructive cardiomyopathy,,,,9
ICDCode,0,icd:4753,7,42518,Other hypertrophic cardiomyopathy,,,,9
ICDCode,0,icd:4754,7,4252,Obscure cardiomyopathy of Africa,,,,9
ICDCode,0,icd:4755,7,4253,Endocardial fibroelastosis,,,,9
ICDCode,0,icd:4756,7,4254,Other primary cardiomyopathies,,,,9
ICDCode,0,icd:4757,7,4255,Alcoholic cardiomyopathy,,,,9
ICDCode,0,icd:4758,7,4257,Nutritional and metabolic cardiomyopathy,,,,9
ICDCode,0,icd:4759,7,4258,Cardiomyopathy in other diseases classified elsewhere,,,,9
ICDCode,0,icd:4760,7,4259,"Secondary cardiomyopathy, unspecified",,,,9
ICDCode,0,icd:4761,7,4260,"Atrioventricular block, complete",,,,9
ICDCode,0,icd:4762,7,42610,"Atrioventricular block, unspecified",,,,9
ICDCode,0,icd:4763,7,42611,First degree atrioventricular block,,,,9
ICDCode,0,icd:4764,7,42612,Mobitz (type) II atrioventricular block,,,,9
ICDCode,0,icd:4765,7,42613,Other second degree atrioventricular block,,,,9
ICDCode,0,icd:4766,7,4262,Left bundle branch hemiblock,,,,9
ICDCode,0,icd:4767,7,4263,Other left bundle branch block,,,,9
ICDCode,0,icd:4768,7,4264,Right bundle branch block,,,,9
ICDCode,0,icd:4769,7,42650,"Bundle branch block, unspecified",,,,9
ICDCode,0,icd:4770,7,42651,Right bundle branch block and left posterior fascicular block,,,,9
ICDCode,0,icd:4771,7,42652,Right bundle branch block and left anterior fascicular block,,,,9
ICDCode,0,icd:4772,7,42653,Other bilateral bundle branch block,,,,9
ICDCode,0,icd:4773,7,42654,Trifascicular block,,,,9
ICDCode,0,icd:4774,7,4266,Other heart block,,,,9
ICDCode,0,icd:4775,7,4267,Anomalous atrioventricular excitation,,,,9
ICDCode,0,icd:4776,7,42681,Lown-Ganong-Levine syndrome,,,,9
ICDCode,0,icd:4777,7,42682,Long QT syndrome,,,,9
ICDCode,0,icd:4778,7,42689,Other specified conduction disorders,,,,9
ICDCode,0,icd:4779,7,4269,"Conduction disorder, unspecified",,,,9
ICDCode,0,icd:4780,7,4270,Paroxysmal supraventricular tachycardia,,,,9
ICDCode,0,icd:4781,7,4271,Paroxysmal ventricular tachycardia,,,,9
ICDCode,0,icd:4782,7,4272,"Paroxysmal tachycardia, unspecified",,,,9
ICDCode,0,icd:4783,7,42731,Atrial fibrillation,,,,9
ICDCode,0,icd:4784,7,42732,Atrial flutter,,,,9
ICDCode,0,icd:4785,7,42741,Ventricular fibrillation,,,,9
ICDCode,0,icd:4786,7,42742,Ventricular flutter,,,,9
ICDCode,0,icd:4787,7,4275,Cardiac arrest,,,,9
ICDCode,0,icd:4788,7,42760,"Premature beats, unspecified",,,,9
ICDCode,0,icd:4789,7,42761,Supraventricular premature beats,,,,9
ICDCode,0,icd:4790,7,42769,Other premature beats,,,,9
ICDCode,0,icd:4791,7,42781,Sinoatrial node dysfunction,,,,9
ICDCode,0,icd:4792,7,42789,Other specified cardiac dysrhythmias,,,,9
ICDCode,0,icd:4793,7,4279,"Cardiac dysrhythmia, unspecified",,,,9
ICDCode,0,icd:4794,7,4280,"Congestive heart failure, unspecified",,,,9
ICDCode,0,icd:4795,7,4281,Left heart failure,,,,9
ICDCode,0,icd:4796,7,42820,"Systolic heart failure, unspecified",,,,9
ICDCode,0,icd:4797,7,42821,Acute systolic heart failure,,,,9
ICDCode,0,icd:4798,7,42822,Chronic systolic heart failure,,,,9
ICDCode,0,icd:4799,7,42823,Acute on chronic systolic heart failure,,,,9
ICDCode,0,icd:4800,7,42830,"Diastolic heart failure, unspecified",,,,9
ICDCode,0,icd:4801,7,42831,Acute diastolic heart failure,,,,9
ICDCode,0,icd:4802,7,42832,Chronic diastolic heart failure,,,,9
ICDCode,0,icd:4803,7,42833,Acute on chronic diastolic heart failure,,,,9
ICDCode,0,icd:4804,7,42840,"Combined systolic and diastolic heart failure, unspecified",,,,9
ICDCode,0,icd:4805,7,42841,Acute combined systolic and diastolic heart failure,,,,9
ICDCode,0,icd:4806,7,42842,Chronic combined systolic and diastolic heart failure,,,,9
ICDCode,0,icd:4807,7,42843,Acute on chronic combined systolic and diastolic heart failure,,,,9
ICDCode,0,icd:4808,7,4289,"Heart failure, unspecified",,,,9
ICDCode,0,icd:4809,7,4290,"Myocarditis, unspecified",,,,9
ICDCode,0,icd:4810,7,4291,Myocardial degeneration,,,,9
ICDCode,0,icd:4811,7,4292,"Cardiovascular disease, unspecified",,,,9
ICDCode,0,icd:4812,7,4293,Cardiomegaly,,,,9
ICDCode,0,icd:4813,7,4294,Functional disturbances following cardiac surgery,,,,9
ICDCode,0,icd:4814,7,4295,Rupture of chordae tendineae,,,,9
ICDCode,0,icd:4815,7,4296,Rupture of papillary muscle,,,,9
ICDCode,0,icd:4816,7,42971,Acquired cardiac septal defect,,,,9
ICDCode,0,icd:4817,7,42979,"Certain sequelae of myocardial infarction, not elsewhere classified, other",,,,9
ICDCode,0,icd:4818,7,42981,Other disorders of papillary muscle,,,,9
ICDCode,0,icd:4819,7,42982,Hyperkinetic heart disease,,,,9
ICDCode,0,icd:4820,7,42983,Takotsubo syndrome,,,,9
ICDCode,0,icd:4821,7,42989,Other ill-defined heart diseases,,,,9
ICDCode,0,icd:4822,7,4299,"Heart disease, unspecified",,,,9
ICDCode,0,icd:4823,7,430,Subarachnoid hemorrhage,,,,9
ICDCode,0,icd:4824,7,431,Intracerebral hemorrhage,,,,9
ICDCode,0,icd:4825,7,4320,Nontraumatic extradural hemorrhage,,,,9
ICDCode,0,icd:4826,7,4321,Subdural hemorrhage,,,,9
ICDCode,0,icd:4827,7,4329,Unspecified intracranial hemorrhage,,,,9
